English,Hindi
coordinate," निर्देशी, निर्देशांक , उपसहसंयोजकता"
coordinate axis,निर्देशक अक्ष
coordinate geometry,निर्देशांक ज्यामिति
coordinate plane,निर्देशांक समतल
coordinates,निर्देशांक
coordinate system,"निर्देशांक पद्‌धति, निर्देश तंत्र"
Copernican system,कोपर्निकस-निकाय
Coplanar,समतलीय
coplanar forces,समतलीय बल
coplanarity,समतलीयता
coprime numbers,असहभाज्य संख्या
correction factor,"संशोधन गुणक, संशुद्‌धिगुणक"
correct solution,सही हल
correlation,सहसंबंध
correlation coefficient,सहसंबंध गुणांक
correlation diagram,सहसंबंध आरेख
correlation function,सहसंबंध फलन
correlation matrix,"सहसंबंध आव्यूह, सहसंबंध मैट्रिक्स"
correlation ratio,सहसंबंधानुपात
correlogram,सहसंबंध-चित्र
correlogram analysis,सहसंबंध-चित्र विश्लेषण
correspond,"संगत होना, तदनुरूपी होना"
correspondence principle,संगति-नियम
corresponding angle,संगत कोण
corresponding side,संगत पार्श्व
coset,सहसमुच्चय
cosine,"कोसाइन, कोटिज्या"
cosine law,कोटिज्या नियम
cost analysis,लागत विश्लेषण
