English,Hindi
ascribe,कारण बताया जाना;सम्बन्ध करना
ashamed,लज्जित;शरमिन्दा;संकुचित
ashes,राख;भस्म
aside,एक ओर;अलग;एकान्त में;छिप कर
ask,पूछना;चाहना;प्रश्न करना
askance,तिरछी;तिरछी दृष्टि से
asleep,सोता हुआ;निद्रा में;अचेत
aspect,पहलू;रूप;दृष्टि;भाव;आकार;छवि
aspersion,कलङ्क;अपवाद;दोष
aspirant,पदाभिलाषी;लालसा करने वाला
aspiration,चाह;लौ;अभिलाषा
aspire,चाहना
assail,आक्रमण करना;चोट करना
assailant,आक्रमणकारी
assassin,गुप्तघातक;हत्यारा
assassinate,हत्या करना;कतल करना
assassination,वध;हत्या;गुप्तघात
assault,धावा;चढाई;वार;मारपीट
assay,यत्न करना;जांचना;परीक्षा करना
assemblage,जमघट;सभा;मण्डली;जनसमूह
assemble,एकत्रित होना;इकट्ठा होना
assent,अनुमति;स्वीकृति;अंगीकार
assert,दृढता से कहना
assertion,दावा;दृढ-वचन;निश्चित वाक्य
assess,आंकना;कूतना
assessment,आंकलन
assessor,आंकलन करनेवाला
assets,पूंजी
assiduity,परिश्रम;एकाग्रता;धुन;तत्परता
assign,निर्दिष्ट करना;बतलाना
assignment,नियत कार्य;कार्यभार;निदेश
assimilate,सम्मिलित होना;मिल जाना
assimilation,सम्मिलन;परिपाक;अनुकूलता
assist,सहायता करना;सहारा देना
assistance,सहायता;सहारा;सहयोग
assistant,सहायक;नायब
associate,संयुक्त;मिला हुआ;सहयोगी;मित्र
association,संग;संसर्ग;संगत;मेल;संघ;सभा
assort,मिल जाना;समान हो जाना
assortment,वर्गीकरण
assuage,शांत करना;कम करना;धीमा करना
assume,मानना;अपनाना;अधिक दावा करना
assumption,पूर्वधारणा;पूर्वानुमान;ग्रहण
assurance,आश्वासन;भरोसा;विश्वास
assure,विश्वास दिलाना;भरोसा देना
asterisk,तारक;तारा का चिह्न
asthma,दमा;श्वास-रोग
asthmatic,दमा का रोगी;श्वास रोग संबन्धी
astonish,चकित करना;अचम्भे में डालना
astonishment,विस्मय;अचम्भा;आश्चर्य
astound,भौंचक्का करना;घबडा देना
astray,भूला-भटका;पथभ्रष्ट;पथ से अलग
astride,टांगें फैला कर
astronomer,ज्योतिर्विद
astronomy,खगोल विद्या
astute,घाघ;चतुर;चालाक;धूर्त;कपटी
asunder,पृथक;भिन्न भिन्न;अलग
asylum,शरण-स्थान;आश्रय-स्थान;आश्रम
asymptomatic,स्पर्शोन्मुख
at all events,सब दशा में
